invoice_id,customer_id,invoice_amount,invoice_date,due_date,delay_days,payment_date,industry,region,past_avg_delay,total_outstanding,num_invoices,late_flag
INV01067,1000,28632,2023-04-17,2023-05-17,7,2023-05-24,Healthcare,India,8,9437,12,1
INV01068,1089,13856,2023-04-08,2023-05-08,9,2023-05-17,Healthcare,US,2,74456,45,1
INV01069,1013,57893,2023-08-18,2023-09-17,21,2023-10-08,Healthcare,India,13,150785,31,1
INV01070,1063,71641,2023-09-14,2023-10-14,4,2023-10-18,Retail,US,5,71663,9,1
INV01071,1037,69049,2023-02-12,2023-03-14,4,2023-03-18,Retail,India,6,60753,15,1
INV01072,1036,59182,2023-08-30,2023-09-29,7,2023-10-06,Retail,Germany,4,79718,32,1
INV01073,1010,3801,2023-02-11,2023-03-13,15,2023-03-28,Retail,India,13,90406,43,1
INV01074,1099,98881,2023-04-05,2023-05-05,9,2023-05-14,Manufacturing,US,8,69388,9,1
INV01075,1076,80431,2023-09-11,2023-10-11,16,2023-10-27,Healthcare,UK,13,42495,24,1
INV01076,1002,40749,2023-07-07,2023-08-06,13,2023-08-19,Manufacturing,India,13,178457,8,1
INV01077,1032,74757,2023-11-03,2023-12-03,15,2023-12-18,Retail,Germany,14,141581,28,1
INV01078,1005,56654,2023-06-16,2023-07-16,10,2023-07-26,SaaS,Germany,5,162105,18,1
INV01079,1049,72574,2023-09-28,2023-10-28,8,2023-11-05,Manufacturing,Germany,1,172294,43,1
INV01080,1009,98567,2023-05-05,2023-06-04,8,2023-06-12,SaaS,Germany,3,55203,37,1
INV01081,1004,56381,2023-06-10,2023-07-10,1,2023-07-11,Retail,US,1,35487,36,1
INV01082,1022,59601,2023-03-28,2023-04-27,12,2023-05-09,Manufacturing,Germany,10,199500,37,1
INV01083,1009,16082,2023-11-05,2023-12-05,1,2023-12-06,Manufacturing,UK,3,122275,32,1
INV01084,1043,15648,2023-08-14,2023-09-13,-1,2023-09-12,Manufacturing,India,0,155713,21,0
INV01085,1001,1364,2023-05-25,2023-06-24,9,2023-07-03,SaaS,Germany,4,9867,39,1
INV01086,1012,35568,2023-12-11,2024-01-10,5,2024-01-15,Retail,India,3,79599,49,1
INV01087,1039,80646,2023-09-05,2023-10-05,9,2023-10-14,Healthcare,US,5,60984,29,1
INV01088,1001,72494,2023-12-28,2024-01-27,11,2024-02-07,Healthcare,India,4,160753,18,1
INV01089,1083,75632,2023-01-06,2023-02-05,15,2023-02-20,Retail,US,14,52455,23,1
INV01090,1064,8436,2023-01-31,2023-03-02,1,2023-03-03,Manufacturing,US,3,66138,33,1
INV01091,1062,87713,2023-07-16,2023-08-15,9,2023-08-24,Healthcare,India,6,123108,48,1
INV01092,1072,27754,2023-08-20,2023-09-19,5,2023-09-24,Manufacturing,Germany,3,158056,9,1
INV01093,1016,61194,2023-10-23,2023-11-22,10,2023-12-02,Retail,UK,3,180626,44,1
INV01094,1008,25544,2023-11-21,2023-12-21,4,2023-12-25,SaaS,India,6,86774,43,1
INV01095,1074,61180,2023-05-15,2023-06-14,14,2023-06-28,Manufacturing,UK,12,13182,38,1
INV01096,1014,64295,2023-01-13,2023-02-12,18,2023-03-02,SaaS,India,9,103272,4,1
INV01097,1023,13638,2023-01-04,2023-02-03,9,2023-02-12,SaaS,UK,5,14192,16,1
INV01098,1037,66715,2023-06-27,2023-07-27,15,2023-08-11,Retail,India,6,82159,3,1
INV01099,1034,70409,2023-08-22,2023-09-21,5,2023-09-26,Retail,UK,8,45256,8,1
INV01100,1093,84106,2023-09-16,2023-10-16,3,2023-10-19,SaaS,UK,3,10097,16,1
INV01101,1094,18157,2023-05-20,2023-06-19,6,2023-06-25,SaaS,India,9,172952,2,1
INV01102,1048,46565,2023-03-06,2023-04-05,10,2023-04-15,Healthcare,India,12,121081,45,1
INV01103,1068,70996,2023-10-10,2023-11-09,5,2023-11-14,Healthcare,US,8,72407,19,1
INV01104,1061,66888,2023-12-29,2024-01-28,5,2024-02-02,Retail,UK,3,153545,24,1
INV01105,1059,57095,2023-11-02,2023-12-02,21,2023-12-23,Manufacturing,India,14,83709,16,1
INV01106,1049,65947,2023-07-24,2023-08-23,3,2023-08-26,SaaS,Germany,1,165880,40,1
INV01107,1077,88122,2023-01-17,2023-02-16,-3,2023-02-13,Manufacturing,Germany,0,152075,2,0
INV01108,1074,71880,2023-07-19,2023-08-18,12,2023-08-30,SaaS,US,12,123854,32,1
INV01109,1008,5507,2023-02-01,2023-03-03,6,2023-03-09,Retail,Germany,6,183076,1,1
INV01110,1033,44988,2023-07-31,2023-08-30,5,2023-09-04,Manufacturing,India,1,32708,49,1
INV01111,1075,99421,2023-09-30,2023-10-30,9,2023-11-08,Retail,UK,7,42307,18,1
INV01112,1098,17865,2023-10-17,2023-11-16,5,2023-11-21,SaaS,India,7,189116,39,1
INV01113,1034,28213,2023-10-18,2023-11-17,9,2023-11-26,Retail,Germany,8,48524,32,1
INV01114,1000,56954,2023-08-22,2023-09-21,8,2023-09-29,Manufacturing,Germany,8,71929,9,1
INV01115,1039,58450,2023-07-01,2023-07-31,11,2023-08-11,Healthcare,India,5,68804,3,1
INV01116,1063,5477,2023-05-26,2023-06-25,5,2023-06-30,Retail,US,5,32668,24,1
INV01117,1021,63222,2023-02-19,2023-03-21,8,2023-03-29,Manufacturing,India,0,15937,11,1
INV01118,1059,7533,2023-04-13,2023-05-13,18,2023-05-31,Retail,US,14,22104,28,1
INV01119,1063,50395,2023-02-02,2023-03-04,6,2023-03-10,Retail,Germany,5,9326,16,1
INV01120,1092,24396,2023-03-30,2023-04-29,10,2023-05-09,Healthcare,UK,11,74133,29,1
INV01121,1071,13755,2023-12-07,2024-01-06,12,2024-01-18,Manufacturing,UK,6,42727,41,1
INV01122,1010,1865,2023-11-11,2023-12-11,21,2024-01-01,Manufacturing,India,13,45526,12,1
INV01123,1013,12173,2023-08-29,2023-09-28,13,2023-10-11,Manufacturing,US,13,33341,46,1
INV01124,1059,59905,2023-09-23,2023-10-23,11,2023-11-03,SaaS,Germany,14,65493,4,1
INV01125,1029,39097,2023-08-11,2023-09-10,8,2023-09-18,Retail,UK,6,70295,26,1
INV01126,1034,34371,2023-08-24,2023-09-23,15,2023-10-08,Healthcare,India,8,157320,4,1
INV01127,1084,12254,2023-06-02,2023-07-02,12,2023-07-14,Manufacturing,India,3,159129,11,1
INV01128,1036,5018,2023-02-26,2023-03-28,10,2023-04-07,Healthcare,Germany,4,116833,2,1
INV01129,1004,6192,2023-11-18,2023-12-18,1,2023-12-19,SaaS,Germany,1,37700,31,1
INV01130,1082,3015,2023-04-22,2023-05-22,5,2023-05-27,SaaS,India,3,11243,3,1
INV01131,1077,69916,2023-01-15,2023-02-14,-2,2023-02-12,Healthcare,India,0,44060,25,0
INV01132,1025,29343,2023-09-26,2023-10-26,10,2023-11-05,Manufacturing,India,9,86280,34,1
INV01133,1061,70306,2023-04-24,2023-05-24,10,2023-06-03,Healthcare,US,3,135202,1,1
INV01134,1003,6829,2023-09-09,2023-10-09,10,2023-10-19,Manufacturing,Germany,5,29970,5,1
INV01135,1088,35381,2023-05-22,2023-06-21,17,2023-07-08,Manufacturing,India,13,5375,39,1
INV01136,1041,82081,2023-04-24,2023-05-24,8,2023-06-01,SaaS,Germany,9,109050,31,1
INV01137,1088,19263,2023-10-17,2023-11-16,10,2023-11-26,Healthcare,India,13,157333,36,1
INV01138,1017,54260,2023-12-23,2024-01-22,17,2024-02-08,SaaS,India,11,154595,3,1
INV01139,1039,44306,2023-01-25,2023-02-24,4,2023-02-28,Retail,India,5,179490,38,1
INV01140,1071,92211,2023-11-06,2023-12-06,10,2023-12-16,SaaS,Germany,6,179711,12,1
INV01141,1038,59418,2023-09-12,2023-10-12,18,2023-10-30,Manufacturing,India,11,158618,16,1
INV01142,1013,91898,2023-09-25,2023-10-25,12,2023-11-06,Healthcare,India,13,182687,8,1
INV01143,1031,1148,2023-05-06,2023-06-05,15,2023-06-20,Retail,Germany,14,97312,11,1
INV01144,1050,2754,2023-09-07,2023-10-07,7,2023-10-14,Retail,India,9,166643,45,1
INV01145,1037,27745,2023-10-14,2023-11-13,3,2023-11-16,Retail,UK,6,95524,14,1
INV01146,1096,73914,2023-11-30,2023-12-30,13,2024-01-12,Retail,UK,6,142417,27,1
INV01147,1022,56833,2023-02-22,2023-03-24,16,2023-04-09,Healthcare,India,10,191354,18,1
INV01148,1062,21140,2023-02-12,2023-03-14,7,2023-03-21,Manufacturing,US,6,85010,8,1
INV01149,1014,75907,2023-06-15,2023-07-15,10,2023-07-25,Retail,Germany,9,68255,33,1
INV01150,1096,61653,2023-02-11,2023-03-13,8,2023-03-21,Manufacturing,India,6,183199,4,1
INV01151,1024,93535,2023-06-25,2023-07-25,2,2023-07-27,SaaS,Germany,4,43923,49,1
INV01152,1016,62521,2023-03-08,2023-04-07,8,2023-04-15,Manufacturing,US,3,93198,30,1
INV01153,1096,79315,2023-03-07,2023-04-06,4,2023-04-10,Retail,US,6,20271,20,1
INV01154,1065,32075,2023-03-24,2023-04-23,5,2023-04-28,SaaS,Germany,7,134104,30,1
INV01155,1077,31697,2023-12-16,2024-01-15,8,2024-01-23,SaaS,US,0,153834,27,1
INV01156,1052,55544,2023-04-15,2023-05-15,5,2023-05-20,SaaS,US,4,120781,25,1
INV01157,1050,10795,2023-10-14,2023-11-13,14,2023-11-27,Retail,Germany,9,67030,6,1
INV01158,1038,65555,2023-07-05,2023-08-04,11,2023-08-15,Manufacturing,US,11,28519,5,1
INV01159,1050,53204,2023-10-11,2023-11-10,11,2023-11-21,Healthcare,UK,9,136782,14,1
INV01160,1069,70754,2023-01-04,2023-02-03,5,2023-02-08,Manufacturing,India,7,33026,14,1
INV01161,1005,65860,2023-05-18,2023-06-17,14,2023-07-01,Retail,UK,5,94381,34,1
INV01162,1066,52529,2023-06-28,2023-07-28,7,2023-08-04,Retail,UK,7,123174,41,1
INV01163,1006,12672,2023-08-25,2023-09-24,11,2023-10-05,SaaS,India,3,9892,25,1
INV01164,1050,55238,2023-01-18,2023-02-17,14,2023-03-03,Manufacturing,UK,9,123187,39,1
INV01165,1071,97578,2023-10-30,2023-11-29,4,2023-12-03,Retail,India,6,40995,18,1
INV01166,1041,36950,2023-01-09,2023-02-08,6,2023-02-14,Retail,India,9,153186,20,1
INV01167,1063,12009,2023-01-29,2023-02-28,5,2023-03-05,Healthcare,Germany,5,133835,43,1
INV01168,1014,48096,2023-05-24,2023-06-23,9,2023-07-02,Manufacturing,India,9,93340,8,1
INV01169,1028,20544,2023-12-14,2024-01-13,5,2024-01-18,SaaS,India,8,110736,26,1
INV01170,1032,56728,2023-05-29,2023-06-28,14,2023-07-12,SaaS,US,14,175032,21,1
INV01171,1093,30381,2023-03-05,2023-04-04,2,2023-04-06,SaaS,US,3,130220,27,1
INV01172,1026,26287,2023-07-06,2023-08-05,22,2023-08-27,Manufacturing,UK,13,192412,32,1
INV01173,1035,65610,2023-08-15,2023-09-14,5,2023-09-19,Retail,India,7,22851,42,1
INV01174,1028,69122,2023-04-28,2023-05-28,17,2023-06-14,Retail,India,8,39326,17,1
INV01175,1037,69184,2023-12-22,2024-01-21,12,2024-02-02,Healthcare,Germany,6,48479,49,1
INV01176,1056,41081,2023-09-11,2023-10-11,2,2023-10-13,Healthcare,India,2,43025,1,1
INV01177,1096,84637,2023-01-31,2023-03-02,10,2023-03-12,Retail,Germany,6,28365,27,1
INV01178,1026,46312,2023-06-10,2023-07-10,16,2023-07-26,Retail,India,13,76060,36,1
INV01179,1054,88228,2023-08-03,2023-09-02,6,2023-09-08,Manufacturing,US,1,115948,11,1
INV01180,1032,73943,2023-06-18,2023-07-18,18,2023-08-05,Healthcare,US,14,177572,41,1
INV01181,1067,83790,2023-03-22,2023-04-21,6,2023-04-27,SaaS,US,9,73410,41,1
INV01182,1085,81770,2023-02-15,2023-03-17,18,2023-04-04,SaaS,UK,10,194351,35,1
INV01183,1065,53726,2023-02-18,2023-03-20,5,2023-03-25,SaaS,India,7,111325,38,1
INV01184,1009,23211,2023-10-25,2023-11-24,11,2023-12-05,SaaS,US,3,131526,38,1
INV01185,1004,30480,2023-10-10,2023-11-09,-1,2023-11-08,Retail,Germany,1,77493,42,0
INV01186,1073,48780,2023-03-29,2023-04-28,11,2023-05-09,Retail,US,3,24076,42,1
INV01187,1096,58138,2023-05-01,2023-05-31,10,2023-06-10,Manufacturing,India,6,16261,49,1
INV01188,1037,91382,2023-01-03,2023-02-02,14,2023-02-16,SaaS,US,6,174064,47,1
INV01189,1012,43503,2023-11-12,2023-12-12,3,2023-12-15,Retail,India,3,198134,36,1
INV01190,1030,58893,2023-08-15,2023-09-14,10,2023-09-24,Retail,India,5,163546,10,1
INV01191,1046,47193,2023-03-20,2023-04-19,9,2023-04-28,Retail,US,11,83247,40,1
INV01192,1099,62358,2023-05-25,2023-06-24,8,2023-07-02,SaaS,Germany,8,44534,1,1
INV01193,1087,81857,2023-08-30,2023-09-29,19,2023-10-18,Retail,UK,10,15090,22,1
INV01194,1051,79182,2023-02-01,2023-03-03,11,2023-03-14,Healthcare,India,2,199390,17,1
INV01195,1055,23117,2023-09-20,2023-10-20,4,2023-10-24,SaaS,UK,7,37771,12,1
INV01196,1014,60056,2023-07-30,2023-08-29,8,2023-09-06,SaaS,US,9,83292,44,1
INV01197,1028,59706,2023-03-12,2023-04-11,10,2023-04-21,Healthcare,India,8,75295,13,1
INV01198,1007,71429,2023-07-16,2023-08-15,7,2023-08-22,Manufacturing,India,2,98737,25,1
INV01199,1004,10476,2023-02-27,2023-03-29,8,2023-04-06,Manufacturing,US,1,173473,26,1
INV01200,1028,83806,2023-04-22,2023-05-22,5,2023-05-27,SaaS,UK,8,143433,46,1
INV01201,1046,56006,2023-02-17,2023-03-19,12,2023-03-31,SaaS,Germany,11,56559,40,1
INV01202,1067,88238,2023-07-04,2023-08-03,17,2023-08-20,SaaS,US,9,138639,46,1
INV01203,1075,70918,2023-11-23,2023-12-23,5,2023-12-28,Healthcare,US,7,194512,39,1
INV01204,1044,64155,2023-06-14,2023-07-14,17,2023-07-31,Retail,Germany,14,80713,49,1
INV01205,1001,68321,2023-08-03,2023-09-02,4,2023-09-06,Healthcare,Germany,4,40917,43,1
INV01206,1026,46798,2023-11-27,2023-12-27,14,2024-01-10,Retail,Germany,13,160283,33,1
INV01207,1094,78271,2023-11-26,2023-12-26,13,2024-01-08,Retail,Germany,9,110142,8,1
INV01208,1035,31177,2023-05-01,2023-05-31,5,2023-06-05,Manufacturing,US,7,93148,13,1
INV01209,1035,97248,2023-08-01,2023-08-31,6,2023-09-06,Healthcare,Germany,7,92535,26,1
INV01210,1025,83215,2023-11-07,2023-12-07,16,2023-12-23,Healthcare,UK,9,127958,17,1
INV01211,1042,44013,2023-02-10,2023-03-12,13,2023-03-25,SaaS,Germany,12,162222,24,1
INV01212,1026,83600,2023-12-19,2024-01-18,19,2024-02-06,Healthcare,India,13,127161,24,1
INV01213,1068,97099,2023-10-16,2023-11-15,8,2023-11-23,Retail,India,8,199579,12,1
INV01214,1019,54450,2023-06-17,2023-07-17,4,2023-07-21,Retail,Germany,3,6605,31,1
INV01215,1010,99628,2023-02-03,2023-03-05,12,2023-03-17,Healthcare,US,13,115747,16,1
INV01216,1073,48928,2023-11-14,2023-12-14,12,2023-12-26,Manufacturing,US,3,77820,42,1
INV01217,1037,93403,2023-10-02,2023-11-01,14,2023-11-15,Manufacturing,UK,6,190199,16,1
INV01218,1005,46382,2023-07-16,2023-08-15,10,2023-08-25,SaaS,US,5,59721,30,1
INV01219,1071,86038,2023-07-10,2023-08-09,10,2023-08-19,SaaS,UK,6,185251,28,1
INV01220,1022,1760,2023-08-09,2023-09-08,12,2023-09-20,Retail,UK,10,51029,3,1
INV01221,1046,25142,2023-01-10,2023-02-09,8,2023-02-17,Healthcare,UK,11,22736,33,1
INV01222,1089,18290,2023-04-30,2023-05-30,2,2023-06-01,Retail,Germany,2,139806,24,1
INV01223,1045,72035,2023-05-03,2023-06-02,17,2023-06-19,Retail,US,14,12531,30,1
INV01224,1011,1364,2023-09-04,2023-10-04,16,2023-10-20,Healthcare,India,10,38186,40,1
INV01225,1089,57921,2023-12-26,2024-01-25,3,2024-01-28,Retail,UK,2,50077,48,1
INV01226,1012,20797,2023-08-09,2023-09-08,3,2023-09-11,Retail,India,3,46220,28,1
INV01227,1061,33535,2023-09-18,2023-10-18,8,2023-10-26,Manufacturing,UK,3,89027,47,1
INV01228,1081,47300,2023-02-27,2023-03-29,5,2023-04-03,SaaS,US,1,180016,39,1
INV01229,1088,48176,2023-11-11,2023-12-11,12,2023-12-23,Manufacturing,Germany,13,198948,2,1
INV01230,1096,17105,2023-05-08,2023-06-07,8,2023-06-15,SaaS,UK,6,76842,13,1
INV01231,1059,8939,2023-07-06,2023-08-05,22,2023-08-27,SaaS,UK,14,53241,37,1
INV01232,1042,80472,2023-07-24,2023-08-23,20,2023-09-12,SaaS,India,12,199913,10,1
INV01233,1075,43029,2023-03-27,2023-04-26,7,2023-05-03,Manufacturing,Germany,7,140363,40,1
INV01234,1099,16863,2023-04-14,2023-05-14,11,2023-05-25,Healthcare,US,8,85496,13,1
INV01235,1067,79097,2023-05-23,2023-06-22,6,2023-06-28,Retail,UK,9,79632,19,1
INV01236,1004,11447,2023-07-24,2023-08-23,-2,2023-08-21,Healthcare,US,1,105530,6,0
INV01237,1036,97160,2023-05-09,2023-06-08,12,2023-06-20,Healthcare,Germany,4,45428,18,1
INV01238,1071,47940,2023-09-03,2023-10-03,14,2023-10-17,SaaS,India,6,17612,40,1
INV01239,1091,78947,2023-02-07,2023-03-09,16,2023-03-25,SaaS,Germany,14,193983,9,1
INV01240,1030,86001,2023-12-29,2024-01-28,11,2024-02-08,Manufacturing,Germany,5,63269,17,1
INV01241,1008,20642,2023-04-19,2023-05-19,13,2023-06-01,Manufacturing,Germany,6,163886,4,1
INV01242,1050,97798,2023-11-05,2023-12-05,18,2023-12-23,Retail,Germany,9,61673,6,1
INV01243,1028,96899,2023-02-21,2023-03-23,17,2023-04-09,Healthcare,US,8,82207,11,1
INV01244,1077,68643,2023-01-01,2023-01-31,3,2023-02-03,Healthcare,US,0,55767,42,1
INV01245,1039,8928,2023-01-11,2023-02-10,14,2023-02-24,Retail,India,5,52901,26,1
INV01246,1040,49002,2023-11-10,2023-12-10,18,2023-12-28,SaaS,UK,13,39711,11,1
INV01247,1085,85853,2023-08-23,2023-09-22,13,2023-10-05,Manufacturing,UK,10,56522,8,1
INV01248,1010,26017,2023-05-08,2023-06-07,18,2023-06-25,Retail,Germany,13,176548,3,1
INV01249,1022,80064,2023-08-02,2023-09-01,16,2023-09-17,Healthcare,Germany,10,111537,2,1
INV01250,1000,14313,2023-08-31,2023-09-30,13,2023-10-13,Retail,US,8,148933,18,1
INV01251,1045,2559,2023-02-13,2023-03-15,18,2023-04-02,Retail,UK,14,29218,2,1
INV01252,1020,51893,2023-01-06,2023-02-05,10,2023-02-15,Healthcare,India,7,133449,26,1
INV01253,1089,16167,2023-06-05,2023-07-05,10,2023-07-15,Healthcare,Germany,2,13632,12,1
INV01254,1035,81879,2023-01-08,2023-02-07,6,2023-02-13,Manufacturing,US,7,34884,37,1
INV01255,1053,39598,2023-01-05,2023-02-04,9,2023-02-13,Manufacturing,Germany,2,52388,26,1
INV01256,1086,8523,2023-12-28,2024-01-27,11,2024-02-07,Healthcare,Germany,12,46063,36,1
INV01257,1056,50777,2023-07-01,2023-07-31,9,2023-08-09,Manufacturing,US,2,136382,16,1
INV01258,1000,29439,2023-04-22,2023-05-22,9,2023-05-31,Manufacturing,UK,8,39675,14,1
INV01259,1062,82060,2023-09-30,2023-10-30,9,2023-11-08,Manufacturing,UK,6,14899,2,1
INV01260,1053,14285,2023-09-22,2023-10-22,11,2023-11-02,Healthcare,Germany,2,121379,21,1
INV01261,1054,11973,2023-07-31,2023-08-30,9,2023-09-08,SaaS,UK,1,110636,7,1
INV01262,1039,23694,2023-03-19,2023-04-18,11,2023-04-29,SaaS,US,5,9502,11,1
INV01263,1014,36774,2023-09-27,2023-10-27,12,2023-11-08,Manufacturing,UK,9,153036,44,1
INV01264,1020,5302,2023-06-03,2023-07-03,4,2023-07-07,SaaS,Germany,7,56167,29,1
INV01265,1046,23391,2023-08-09,2023-09-08,15,2023-09-23,Manufacturing,Germany,11,192867,37,1
INV01266,1072,5611,2023-12-13,2024-01-12,0,2024-01-12,SaaS,US,3,133057,48,0
INV01267,1052,10372,2023-01-25,2023-02-24,13,2023-03-09,SaaS,Germany,4,77398,39,1
INV01268,1008,25312,2023-12-20,2024-01-19,13,2024-02-01,Retail,UK,6,9055,28,1
INV01269,1073,15080,2023-07-27,2023-08-26,3,2023-08-29,Manufacturing,US,3,154316,40,1
INV01270,1051,81618,2023-01-03,2023-02-02,0,2023-02-02,SaaS,Germany,2,16876,4,0
INV01271,1056,97213,2023-08-03,2023-09-02,3,2023-09-05,SaaS,US,2,110722,4,1
INV01272,1025,21874,2023-04-22,2023-05-22,11,2023-06-02,Retail,US,9,163879,27,1
INV01273,1040,63537,2023-07-11,2023-08-10,13,2023-08-23,SaaS,UK,13,128066,6,1
INV01274,1034,74914,2023-02-16,2023-03-18,16,2023-04-03,Retail,UK,8,17219,34,1
INV01275,1062,2597,2023-08-09,2023-09-08,15,2023-09-23,SaaS,India,6,113118,41,1
INV01276,1024,12600,2023-07-06,2023-08-05,4,2023-08-09,Retail,US,4,187735,40,1
INV01277,1089,4747,2023-02-19,2023-03-21,5,2023-03-26,Retail,UK,2,163025,18,1
INV01278,1074,80415,2023-07-16,2023-08-15,19,2023-09-03,Healthcare,Germany,12,191716,44,1
INV01279,1037,79553,2023-08-04,2023-09-03,6,2023-09-09,Manufacturing,India,6,159099,48,1
INV01280,1001,25815,2023-08-09,2023-09-08,2,2023-09-10,Healthcare,India,4,154346,30,1
INV01281,1006,85500,2023-03-31,2023-04-30,3,2023-05-03,Manufacturing,Germany,3,99697,33,1
INV01282,1081,95348,2023-08-20,2023-09-19,4,2023-09-23,SaaS,UK,1,53108,20,1
INV01283,1090,25714,2023-11-19,2023-12-19,9,2023-12-28,Manufacturing,US,12,79007,36,1
INV01284,1033,19890,2023-09-15,2023-10-15,1,2023-10-16,Healthcare,India,1,38622,46,1
INV01285,1090,62509,2023-06-02,2023-07-02,14,2023-07-16,Manufacturing,Germany,12,101066,5,1
INV01286,1016,62824,2023-09-13,2023-10-13,7,2023-10-20,Healthcare,Germany,3,34676,35,1
INV01287,1042,5725,2023-09-15,2023-10-15,16,2023-10-31,Manufacturing,Germany,12,21781,19,1
INV01288,1058,44205,2023-03-06,2023-04-05,15,2023-04-20,SaaS,Germany,6,85963,12,1
INV01289,1050,21684,2023-07-09,2023-08-08,14,2023-08-22,SaaS,India,9,165171,26,1
INV01290,1053,92861,2023-04-01,2023-05-01,3,2023-05-04,Manufacturing,US,2,8503,19,1
INV01291,1023,58911,2023-06-22,2023-07-22,3,2023-07-25,Manufacturing,UK,5,37617,11,1
INV01292,1024,99078,2023-09-04,2023-10-04,3,2023-10-07,SaaS,Germany,4,156926,20,1
INV01293,1070,14092,2023-09-13,2023-10-13,7,2023-10-20,Manufacturing,Germany,9,82599,9,1
INV01294,1051,96918,2023-04-26,2023-05-26,7,2023-06-02,Retail,US,2,159615,20,1
INV01295,1069,40770,2023-02-18,2023-03-20,9,2023-03-29,SaaS,US,7,57947,27,1
INV01296,1087,26457,2023-08-15,2023-09-14,17,2023-10-01,SaaS,UK,10,38399,5,1
INV01297,1032,72667,2023-03-10,2023-04-09,22,2023-05-01,Healthcare,India,14,86808,10,1
INV01298,1048,91751,2023-05-06,2023-06-05,9,2023-06-14,Healthcare,US,12,122724,9,1
INV01299,1028,63894,2023-08-01,2023-08-31,7,2023-09-07,Retail,India,8,17984,25,1
INV01300,1062,62305,2023-02-22,2023-03-24,9,2023-04-02,Manufacturing,India,6,67886,13,1
INV01301,1021,13612,2023-04-22,2023-05-22,3,2023-05-25,Retail,Germany,0,5927,32,1
INV01302,1025,79627,2023-06-08,2023-07-08,10,2023-07-18,Manufacturing,India,9,199499,8,1
INV01303,1027,38089,2023-08-28,2023-09-27,5,2023-10-02,Healthcare,Germany,6,64371,45,1
INV01304,1084,96295,2023-05-30,2023-06-29,12,2023-07-11,Manufacturing,Germany,3,96777,27,1
INV01305,1048,53137,2023-05-19,2023-06-18,15,2023-07-03,Healthcare,UK,12,111573,22,1
INV01306,1070,1559,2023-04-23,2023-05-23,10,2023-06-02,SaaS,India,9,98353,28,1
INV01307,1080,67249,2023-05-23,2023-06-22,14,2023-07-06,SaaS,US,12,153517,18,1
INV01308,1083,38361,2023-05-18,2023-06-17,13,2023-06-30,Manufacturing,US,14,110014,23,1
INV01309,1048,81720,2023-10-31,2023-11-30,14,2023-12-14,Healthcare,US,12,151358,41,1
INV01310,1019,16261,2023-01-31,2023-03-02,6,2023-03-08,Retail,UK,3,99378,31,1
INV01311,1085,21372,2023-10-20,2023-11-19,14,2023-12-03,Healthcare,Germany,10,26121,41,1
INV01312,1091,56355,2023-04-18,2023-05-18,12,2023-05-30,Healthcare,Germany,14,55851,34,1
INV01313,1062,98676,2023-10-11,2023-11-10,4,2023-11-14,Healthcare,US,6,119979,7,1
INV01314,1060,99560,2023-06-08,2023-07-08,15,2023-07-23,SaaS,Germany,13,21964,5,1
INV01315,1048,58920,2023-11-22,2023-12-22,16,2024-01-07,Healthcare,Germany,12,9200,21,1
INV01316,1070,33544,2023-01-14,2023-02-13,10,2023-02-23,Manufacturing,UK,9,102130,6,1
INV01317,1000,1037,2023-05-02,2023-06-01,5,2023-06-06,SaaS,India,8,146559,45,1
INV01318,1095,44032,2023-08-03,2023-09-02,20,2023-09-22,SaaS,India,13,143142,35,1
INV01319,1012,79233,2023-09-29,2023-10-29,0,2023-10-29,SaaS,UK,3,164092,42,0
INV01320,1093,42420,2023-01-25,2023-02-24,9,2023-03-05,Healthcare,UK,3,129009,23,1
INV01321,1086,98243,2023-11-18,2023-12-18,17,2024-01-04,Retail,Germany,12,76516,3,1
INV01322,1050,92552,2023-10-21,2023-11-20,9,2023-11-29,Healthcare,UK,9,107229,33,1
INV01323,1055,35600,2023-06-18,2023-07-18,15,2023-08-02,Healthcare,Germany,7,48952,38,1
INV01324,1082,49285,2023-04-13,2023-05-13,9,2023-05-22,Retail,India,3,67959,23,1
INV01325,1061,63008,2023-12-20,2024-01-19,0,2024-01-19,Healthcare,UK,3,127040,16,0
INV01326,1031,90520,2023-02-09,2023-03-11,21,2023-04-01,Manufacturing,Germany,14,160781,25,1
INV01327,1029,6167,2023-08-23,2023-09-22,10,2023-10-02,Retail,India,6,73781,49,1
INV01328,1028,1432,2023-11-16,2023-12-16,6,2023-12-22,Manufacturing,India,8,31392,16,1
INV01329,1048,70687,2023-03-30,2023-04-29,20,2023-05-19,Manufacturing,US,12,193001,25,1
INV01330,1044,72947,2023-04-10,2023-05-10,12,2023-05-22,SaaS,India,14,42256,42,1
INV01331,1092,97324,2023-05-24,2023-06-23,8,2023-07-01,SaaS,UK,11,106439,7,1
INV01332,1029,51903,2023-03-23,2023-04-22,3,2023-04-25,Retail,UK,6,36715,8,1
INV01333,1015,93159,2023-03-18,2023-04-17,14,2023-05-01,Healthcare,Germany,9,124198,3,1
INV01334,1039,55149,2023-02-28,2023-03-30,14,2023-04-13,Manufacturing,UK,5,11546,5,1
INV01335,1018,88640,2023-08-17,2023-09-16,7,2023-09-23,Healthcare,India,10,137208,19,1
INV01336,1017,57768,2023-04-01,2023-05-01,13,2023-05-14,Manufacturing,Germany,11,93128,7,1
INV01337,1000,61184,2023-12-20,2024-01-19,16,2024-02-04,SaaS,India,8,154207,22,1
